CVE-ID,MITRE Assign Date,CVE Description,OG Label,New Label
cve-2015-8625,2015-12-23,mediawiki 1.23.12 1.24.x 1.24.5 1.25.x 1.25.4 1.26.x 1.26.1 properli sanit paramet call curl librari allow remot attack read arbitrari file via sign charact unspecifi post array paramet,f,f
cve-2015-8659,2015-12-23,the idl stream handl nghttp2 1.6.0 allow attack unspecifi impact via unknown vector aka heap-use-after-fre bug,f,f
cve-2015-8628,2015-12-23,the 1 special mypag 2 special mytalk 3 special mycontribut 4 special myupload 5 special allmyupload page mediawiki 1.23.12 1.24.x 1.24.5 1.25.x 1.25.4 1.26.x 1.26.1 allow remot attack obtain sensit user login inform via craft link combin page view statist,f,f
cve-2015-8630,2015-12-23,the 1 kadm5_create_principal_3 2 kadm5_modify_princip function lib/kadm5/srv/svr_principal.c kadmind mit kerbero 5 aka krb5 1.12.x 1.13.x 1.13.4 1.14.x 1.14.1 allow remot authent user caus denial servic null pointer derefer daemon crash specifi kadm5_polici null polici name,f,f
cve-2015-8631,2015-12-23,multipl memori leak kadmin/server/server_stubs.c kadmind mit kerbero 5 aka krb5 1.13.4 1.14.x 1.14.1 allow remot authent user caus denial servic memori consumpt via request specifi null princip name,f,f
cve-2015-8627,2015-12-23,mediawiki 1.23.12 1.24.x 1.24.5 1.25.x 1.25.4 1.26.x 1.26.1 properli normal IP address contain zero-pad octet might allow remot attack bypass intend access restrict use IP address suppos allow,f,f
cve-2015-8666,2015-12-24,heap-bas buffer overflow qemu built q35-chipset-bas PC system emul,f,f
cve-2015-8676,2015-12-25,memori leak huawei s5300ei s5300si s5310hi s6300ei/ s2350ei s5300li campu seri switch softwar v200r001c00 v200r001sph018 v200r002c00 v200r003sph011 v200r003c00 v200r003sph011 s9300 s7700 s9700 campu seri switch softwar v200r001c00 v200r001sph023 v200r002c00 v200r003sph011 v200r003c00 v200r003sph011 s2300 s3300 campu seri switch softwar v100r006c05 v100r006sph022 allow remot attack caus denial servic memori consumpt reboot via larg number icmpv6 packet,f,f
cve-2015-8677,2015-12-25,memori leak huawei s5300ei s5300si s5310hi s6300ei campu seri switch softwar v200r003c00 v200r003sph011 v200r005c00 v200r005sph008 s2350ei s5300li campu seri switch softwar v200r003c00 v200r003sph011 v200r005c00 v200r005sph008 v200r006c00 v200r006sph002 s9300 s7700 s9700 campu seri switch softwar v200r003c00 v200r003sph011 v200r005c00 v200r005sph009 v200r006c00 v200r006sph003 s5720hi s5720ei campu seri switch softwar v200r006c00 v200r006sph002 s2300 s3300 campu seri switch softwar v100r006c05 v100r006sph022 allow remot authent user caus denial servic memori consumpt devic restart log 1 http 2 sftp server relat ssl session inform,f,f
cve-2015-8670,2015-12-25,huawei logcent v100r001c10 could allow authent attack add abnorm devic inform log collect modul caus denial servic,f,f
cve-2015-8675,2015-12-25,huawei s5300 campu seri switch softwar v200r005sph008 mask password upload file allow physic proxim attack obtain sensit password inform read display,f,f
cve-2015-8671,2015-12-25,huawei logcent v100r001c10 could allow authent attack tamper request use tool submit request server privileg escal affect system function,f,f
cve-2015-8672,2015-12-25,the present transmiss permiss manag mechan huawei te30 te40 te50 te60 multimedia video conferenc endpoint softwar v100r001c10spc100 allow remot attack caus denial servic wire present outag via unspecifi vector involv wireless present,f,f
cve-2015-8673,2015-12-25,huawei te30 te40 te50 te60 multimedia video conferenc endpoint softwar v100r001c10spc100 requir entri old password chang password debug account allow physic proxim attack chang password leverag unattend workstat,f,f
cve-2016-1193,2015-12-26,cybozu garoon 3.7 4.2 allow remot attack obtain sensit email-read inform via unspecifi vector,f,f
cve-2016-1141,2015-12-26,kddi home spot cube devic 2 allow remot authent user execut arbitrari OS command via unspecifi vector,f,f
cve-2016-1156,2015-12-26,line 4.3.0.724 earlier window 4.3.1 earlier OS X allow remot authent user caus denial servic applic crash via craft post mishandl display timelin,f,f
cve-2016-1196,2015-12-26,cybozu garoon 3.x 4.x 4.2.1 allow remot authent user bypass intend access restrict obtain sensit address book inform via api call differ vulner cve-2015-7776,f,f
cve-2016-1138,2015-12-26,crlf inject vulner kddi home spot cube devic 2 allow remot attack inject arbitrari http header via unspecifi vector,f,f
cve-2016-1178,2015-12-26,the session manag comment function applepl a-blog cm 2.6.0.1 earlier allow remot attack obtain modifi sensit data via unspecifi vector,f,f
cve-2016-1140,2015-12-26,kddi home spot cube devic 2 allow remot attack conduct clickjack attack via unspecifi vector,f,f
cve-2016-1189,2015-12-26,cybozu garoon 3.x 4.x 4.2.1 allow remot authent user bypass intend restrict read creat modifi portlet via unspecifi vector,f,f
cve-2016-1188,2015-12-26,cybozu garoon 3.x 4.x 4.2.1 allow remot authent user send spoof e-mail messag via unspecifi vector,f,f
cve-2016-1145,2015-12-26,directori travers vulner webmanag nec expressclust X 3.3 11.31 window 3.3 3.3.1-1 linux solari allow remot attack read arbitrari file via unspecifi vector,f,f
cve-2016-1212,2015-12-26,directori travers vulner futomi MP form mail cgi profession edit 3.2.3 earlier allow remot authent administr read arbitrari file via unspecifi vector,f,f
cve-2016-1192,2015-12-26,directori travers vulner log implement cybozu garoon 3.7 4.2 allow remot authent user read log file via unspecifi vector,f,f
cve-2016-1227,2015-12-26,ntt east hikari denwa router firmwar pr-400mi rt-400mi rv-440mi 07.00.1006 earlier ntt west hikari denwa router firmwar pr-400mi rt-400mi rv-440mi 07.00.1005 earlier allow remot authent user execut arbitrari OS command via unspecifi vector,f,f
cve-2016-1131,2015-12-26,buffer overflow cl_vsprintf function takumi yamada DX librari 3.16 allow remot attack execut arbitrari code via craft string,f,f
cve-2016-1190,2015-12-26,cybozu garoon 3.1 4.2 allow remot authent user bypass intend restrict multireport read via unspecifi vector,f,f
cve-2016-1206,2015-12-26,the wp implement i-o data devic wn-gdn/r3 wn-gdn/r3-c wn-gdn/r3- wn-gdn/r3-u devic limit pin guess allow remot attack obtain network access via brute-forc attack,f,f
cve-2016-1207,2015-12-26,cross-sit script xss vulner i-o data devic wn-g300r devic firmwar 1.12 earlier wn-g300r2 devic firmwar 1.12 earlier wn-g300r3 devic firmwar 1.01 earlier allow remot authent user inject arbitrari web script html via unspecifi vector,f,f
cve-2016-1208,2015-12-26,the server appl filemak 14.0.4 OS X allow remot attack read php sourc code via unspecifi vector,f,f
cve-2016-1228,2015-12-26,cross-sit request forgeri csrf vulner ntt east hikari denwa router firmwar pr-400mi rt-400mi rv-440mi 07.00.1006 earlier ntt west hikari denwa router firmwar pr-400mi rt-400mi rv-440mi 07.00.1005 earlier allow remot attack hijack authent arbitrari user,f,f
cve-2016-1223,2015-12-26,directori travers vulner trend micro offic scan 11.0 worry-fre busi secur servic 5.x worry-fre busi secur 9.0 allow remot attack read arbitrari file via unspecifi vector,f,f
cve-2016-1224,2015-12-26,crlf inject vulner trend micro worry-fre busi secur servic 5.x worry-fre busi secur 9.0 allow remot attack inject arbitrari http header conduct cross-sit script xss attack via unspecifi vector,f,f
cve-2015-8684,2015-12-26,expon cm 2.3.7 properli restrict type file upload allow remot attack conduct cross-sit script xss attack possibl unspecifi impact demonstr upload file .html extens access via elfind function,f,f
cve-2016-1225,2015-12-26,trend micro internet secur 8 10 allow remot attack read arbitrari file via unspecifi vector,f,f
cve-2016-1158,2015-12-26,cross-sit request forgeri csrf vulner corega cg-wlbargmh cg-wlbargnl devic allow remot attack hijack authent administr request perform administr function,f,f
cve-2016-1181,2015-12-26,actionservlet.java apach strut 1 1.x 1.3.10 mishandl multithread access actionform instanc allow remot attack execut arbitrari code caus denial servic unexpect memori access via multipart request relat issu cve-2015-0899,f,f
cve-2016-1185,2015-12-26,the cybozu kinton mobil applic 1.x 1.6 android allow attack discov authent token via craft applic,f,f
cve-2016-1132,2015-12-26,shoplat app io 1.10.00 1.18.00 properli verifi ssl certif,f,f
cve-2016-1191,2015-12-26,directori travers vulner file function cybozu garoon 3.x 4.x 4.2.1 allow remot attack modifi set via unspecifi vector,f,f
cve-2016-1202,2015-12-26,untrust search path vulner atom electron 0.33.5 allow local user gain privileg via trojan hors node.j modul parent directori directori name requir line,f,f
cve-2015-8688,2015-12-26,gajim 0.16.5 allow remot attack modifi roster intercept messag via craft roster-push IQ stanza,f,f
cve-2016-1176,2015-12-26,buffer overflow activex control sharp eva animet allow remot attack execut arbitrari code via craft web page,f,f
cve-2016-1177,2015-12-26,the manag screen falcon wisepoint 4.3.1 earlier wisepoint authent 4.1.19.22 earlier allow remot attack conduct clickjack attack via unspecifi vector,f,f
cve-2016-1183,2015-12-26,ntt data terasoluna server framework java web 2.0.1 2.0.6.1 use fujitsu interstag busi applic server product allow remot attack bypass file-extens protect mechan consequ read arbitrari file via craft pathnam,f,f
cve-2016-1153,2015-12-26,customapp cybozu offic 9.9.0 10.3.0 allow remot authent user caus denial servic via unspecifi vector differ vulner cve-2015-8489,f,f
cve-2016-1142,2015-12-26,seed acmail 3.8.21 3.9.x 3.9.15 beta allow remot authent user execut arbitrari OS command via unspecifi vector,f,f
cve-2016-1133,2015-12-26,crlf inject vulner on_req function lib/handler/redirect.c h2o 1.6.2 1.7.x 1.7.0-beta3 allow remot attack inject arbitrari http header conduct http respons split attack via craft uri,f,f
cve-2016-1201,2015-12-26,cross-sit request forgeri csrf vulner lockon ec-cub 3.0 3.0.9 allow remot attack hijack authent administr,f,f
cve-2016-1231,2015-12-27,directori travers vulner http file-serv modul mod_http_fil prosodi 0.9.x 0.9.9 allow remot attack read arbitrari file via .. dot dot unspecifi path,f,f
cve-2016-1235,2015-12-27,the oarsh script oar 2.5.7 allow remot authent user cluster obtain sensit inform possibl gain privileg via vector relat openssh option,f,f
cve-2016-1245,2015-12-27,It discov zebra daemon quagga 1.20161017 suffer stack-bas buffer overflow process ipv6 neighbor discoveri messag the root caus reli bufsiz compat messag size howev bufsiz system-depend,f,f
cve-2016-1251,2015-12-27,there vulner type use-after-fre affect dbd :mysql aka dbd-mysql databas interfac dbi mysql driver perl 3.x 4.x 4.041 use mysql_server_prepare=1,f,f
cve-2016-1247,2015-12-27,the nginx packag 1.6.2-5+deb8u3 debian jessi nginx packag 1.4.6-1ubuntu3.6 ubuntu 14.04 lt 1.10.0-0ubuntu0.16.04.3 ubuntu 16.04 lt 1.10.1-0ubuntu1.1 ubuntu 16.10 nginx ebuild 1.10.2-r3 gentoo allow local user access web server user account gain root privileg via symlink attack error log,f,t
cve-2015-8698,2015-12-27,CA releas autom formerli lisa releas autom 5.0.2 5.0.2-227 5.5.1 5.5.1-1616 5.5.2 5.5.2-434 6.1 6.1-1026 allow remot attack read arbitrari file caus denial servic via request contain xml extern entiti declar conjunct entiti refer relat xml extern entiti xxe issu,f,f
cve-2016-1232,2015-12-27,the mod_dialback modul prosodi 0.9.9 properli gener random valu secret token server-to-serv dialback authent make easier attack spoof server via brute forc attack,f,f
cve-2016-1249,2015-12-27,the dbd :mysql modul 4.039 perl use server-sid prepar statement support allow attack caus denial servic out-of-bound read via vector involv unalign number placehold where condit output field select express,f,f
cve-2016-1246,2015-12-27,buffer overflow dbd :mysql modul 4.037 perl allow context-depend attack caus denial servic crash via vector relat error messag,f,f
cve-2016-1248,2015-12-27,vim patch 8.0.0056 properli valid valu 'filetyp 'syntax 'keymap option may result execut arbitrari code file special craft modelin open,f,f
cve-2016-1242,2015-12-27,file_open tryton 3.2.17 3.4.x 3.4.14 3.6.x 3.6.12 3.8.x 3.8.8 4.x 4.0.4 allow remot authent user certain permiss read arbitrari file via name paramet unspecifi vector,f,f
cve-2016-1241,2015-12-27,tryton 3.x 3.2.17 3.4.x 3.4.14 3.6.x 3.6.12 3.8.x 3.8.8 4.x 4.0.4 allow remot authent user discov user password hash via unspecifi vector,f,f
cve-2016-1233,2015-12-27,An unspecifi udev rule debian fuse packag jessi 2.9.3-15+deb8u2 stretch 2.9.5-1 sid 2.9.5-1 set world-writ permiss /dev/cus charact devic allow local user gain privileg via charact devic /dev relat ioctl,f,f
cve-2016-1238,2015-12-27,1 cpan/archive-tar/bin/ptar 2 cpan/archive-tar/bin/ptardiff 3 cpan/archive-tar/bin/ptargrep 4 cpan/cpan/scripts/cpan 5 cpan/digest-sha/shasum 6 cpan/encode/bin/enc2x 7 cpan/encode/bin/encguess 8 cpan/encode/bin/piconv 9 cpan/encode/bin/ucmlint 10 cpan/encode/bin/unidump 11 cpan/extutils-makemaker/bin/instmodsh 12 cpan/io-compress/bin/zipdetail 13 cpan/json-pp/bin/json_pp 14 cpan/test-harness/bin/prov 15 dist/extutils-parsexs/lib/extutils/xsubpp 16 dist/module-corelist/corelist 17 ext/pod-html/bin/pod2html 18 utils/c2ph.pl 19 utils/h2ph.pl 20 utils/h2xs.pl 21 utils/libnetcfg.pl 22 utils/perlbug.pl 23 utils/perldoc.pl 24 utils/perlivp.pl 25 utils/splain.pl perl 5.x 5.22.3-rc2 5.24 5.24.1-rc2 properli remov period charact end includ directori array might allow local user gain privileg via trojan hors modul current work directori,f,f
cve-2015-8702,2015-12-29,the dn :getresult function dns.cpp inspircd 2.0.19 allow remot dn server caus denial servic netsplit via invalid charact ptr respons demonstr `` \032 '' whitespac charact hostnam,f,f
cve-2016-1276,2015-12-30,junip juno OS 12.1x46-d50 12.1x47 12.1x47-d23 12.3x48 12.3x48-d25 15.1x49 15.1x49-d40 high-end srx-seri chassi system one applic layer gateway alg enabl allow remot attack caus denial servic cpu consumpt fab link failur flip-flop failov via vector relat in-transit traffic match alg rule,f,f
cve-2016-1260,2015-12-30,junip juno OS 13.2x51-d36 14.1x53 14.1x53-d25 15.2 15.2r1 ex4300 seri switch allow remot attack caus denial servic network loop bandwidth consumpt via unspecifi vector relat span tree protocol stp traffic,f,f
cve-2016-1279,2015-12-30,j-web junip juno OS 12.1x46-d45 12.1x46-d50 12.1x47 12.1x47-d35 12.3 12.3r12 12.3x48 12.3x48-d25 13.3 13.3r10 13.3r9 13.3r9-s1 14.1 14.1r7 14.1x53 14.1x53-d35 14.2 14.2r6 15.1 15.1a2 15.1f4 15.1x49 15.1x49-d30 15.1r 15.1r3 might allow remot attack obtain sensit inform consequ gain administr privileg via unspecifi vector,f,f
cve-2016-1280,2015-12-30,pkid junip juno OS 12.1x44-d52 12.1x46 12.1x46-d37 12.1x47 12.1x47-d30 12.3 12.3r12 12.3x48 12.3x48-d20 13.3 13.3r10 14.1 14.1r8 14.1x53 14.1x53-d40 14.2 14.2r7 15.1 15.1r4 15.1x49 15.1x49-d20 15.1x53 15.1x53-d60 16.1 16.1r1 allow remot attack bypass intend certif valid mechan via self-sign certif issuer name match valid CA certif enrol juno,f,f
cve-2016-1262,2015-12-30,junip juno OS 12.1x46-d45 12.1x47 12.1x47-d30 12.1x48 12.3x48-d20 15.1x49 15.1x49-d30 srx seri devic real time stream protocol applic layer gateway rtsp alg enabl allow remot attack caus denial servic flowd crash via craft rtsp packet,f,f
cve-2016-1268,2015-12-30,the administr web servic interfac junip screeno 6.3.0r21 allow remot attack caus denial servic reboot via craft ssl packet,f,f
cve-2016-1270,2015-12-30,the rpd daemon junip juno OS 12.1x44-d60 12.1x46 12.1x46-d45 12.1x47 12.1x47-d30 12.3 12.3r9 12.3x48 12.3x48-d20 13.2 13.2r7 13.2x51 13.2x51-d40 13.3 13.3r6 14.1 14.1r4 14.2 14.2r2 configur bgp-base l2vpn vpl allow remot attack caus denial servic daemon restart via craft l2vpn famili bgp updat,f,f
cve-2016-1273,2015-12-30,junip juno OS 13.2x51-d40 14.x 14.1x53-d30 15.x 15.1x53-d20 qfx5100 qfx10002 switch suffici entropi make easier remot attack defeat cryptograph encrypt authent protect mechan via unspecifi vector,f,f
cve-2016-1257,2015-12-30,the rout engin junip juno OS 13.2r5 13.2r8 13.3r1 13.3r8 13.3r7 13.3r7-s3 14.1r1 14.1r6 14.1r3 14.1r3-s9 14.1r4 14.1r4-s7 14.1x51 14.1x51-d65 14.1x53 14.1x53-d12 14.1x53 14.1x53-d28 14.1x53 4.1x53-d35 14.2r1 14.2r5 14.2r3 14.2r3-s4 14.2r4 14.2r4-s1 15.1 15.1r3 15.1f2 15.1f2-s2 15.1x49 15.1x49-d40 ldp enabl allow remot attack caus denial servic rpd rout process crash via craft ldp packet,f,f
cve-2016-1271,2015-12-30,junip juno OS 12.1x46-d45 12.1x47 12.1x47-d30 12.3 12.3r11 12.3x48 12.3x48-d25 13.2 13.2r8 13.3 13.3r7 14.1 14.1r6 14.2 14.2r4 15.1 15.1r1 15.1f2 15.1x49 15.1x49-d15 allow local user gain privileg via craft combin cli command argument differ vulner cve-2015-3003 cve-2014-3816 cve-2014-0615,f,f
cve-2016-1275,2015-12-30,junip juno OS 13.3r9 14.1r6 14.1r6-s1 14.1 14.1r7 configur vpl routing-inst allow remot attack obtain sensit mbuf inform inject flood ethernet frame ipv6 mac address directli connect interfac,f,f
cve-2016-1263,2015-12-30,junip juno OS 12.1x46-d45 12.1x46-d50 12.1x47 12.1x47-d35 12.3x48 12.3x48-d30 13.3 13.3r9-s1 14.1 14.1r7 14.2 14.2r6 15.1 15.1f2-s5 15.1f4 15.1f4-s2 15.1r 15.1r2-s3 15.1 15.1r3 15.1x49 15.1x49-d40 allow remot attack caus denial servic kernel crash via craft udp packet destin interfac IP address 64-bit OS devic,f,f
cve-2016-1258,2015-12-30,embedthi appweb use j-web junip juno OS 12.1x44-d60 12.1x46 12.1x46-d45 12.1x47 12.1x47-d30 12.3 12.3r10 12.3x48 12.3x48-d20 13.2x51 13.2x51-d20 13.3 13.3r8 14.1 14.1r6 14.2 14.2r5 allow remot attack caus denial servic j-web crash via unspecifi vector,f,f
cve-2016-1277,2015-12-30,junip juno OS 12.1x46-d50 12.1x47 12.1x47-d40 12.3x48 12.3x48-d30 13.3 13.3r9 14.1 14.1r8 14.1x53 14.1x53-d40 14.2 14.2r6 15.1 15.1f6 15.1r3 15.1x49 15.1x49-d40 configur gre ipip tunnel allow remot attack caus denial servic kernel panic via craft icmp packet,f,f
cve-2016-1274,2015-12-30,junip juno OS 14.1x53 14.1x53-d30 qfx seri switch allow remot attack caus denial servic pfe panic via high rate unspecifi vxlan packet,f,f
cve-2015-8709,2015-12-31,disput kernel/ptrace.c linux kernel 4.4.1 mishandl uid gid map allow local user gain privileg establish user namespac wait root process enter namespac unsaf uid gid use ptrace system call note vendor state `` kernel bug '',f,f
cve-2016-1281,2016-01-02,untrust search path vulner instal truecrypt 7.2 7.1a veracrypt 1.17-beta possibl product allow local user execut arbitrari code administr privileg conduct dll hijack attack via trojan hors dll `` applic directori '' demonstr usp10.dll riched20.dl ntmarta.dl srclient.dll dll,f,t
cve-2015-8721,2016-01-03,buffer overflow tvb_uncompress function epan/tvbuff_zlib.c wireshark 1.12.x 1.12.9 2.0.x 2.0.1 allow remot attack caus denial servic applic crash via craft packet zlib compress,f,f
cve-2015-8713,2016-01-03,epan/dissectors/packet-umts_fp.c umt FP dissector wireshark 1.12.x 1.12.9 properli reserv memori channel ID map allow remot attack caus denial servic out-of-bound memori access applic crash via craft packet,f,t
cve-2015-8718,2016-01-03,doubl free vulner epan/dissectors/packet-nlm.c nlm dissector wireshark 1.12.x 1.12.9 2.0.x 2.0.1 `` match msg/re packet async nlm '' option enabl allow remot attack caus denial servic applic crash via craft packet,f,f
cve-2016-1297,2016-01-04,the devic manag gui cisco applic control engin ace 4710 A5 A5 3.1 allow remot authent user bypass intend rbac restrict execut arbitrari cli command admin privileg via unspecifi paramet post request aka bug ID cscul84801,f,f
cve-2016-1417,2016-01-04,untrust search path vulner snort 2.9.7.0-win32 allow remot attack execut arbitrari code conduct dll hijack attack via trojan hors tcapi.dl locat folder remot file share pcap file process,f,f
cve-2016-1313,2016-01-04,cisco uc invicta c3124sa applianc 4.3.1 5.0.1 uc invicta scale system applianc whiptail racerunn improperli store default ssh privat key allow remot attack obtain root access via unspecifi vector aka bug ID cscun71294,f,f
cve-2016-1295,2016-01-04,cisco adapt secur applianc asa softwar 8.4 allow remot attack obtain sensit inform via anyconnect authent attempt aka bug ID cscuo65775,f,f
cve-2016-1386,2016-01-04,the api cisco applic polici infrastructur control enterpris modul apic-em 1 1 allow remot attack spoof administr notif via craft attribute-valu pair aka bug ID cscux15521,f,f
cve-2016-1459,2016-01-04,cisco io 12.4 15.0 15.5 io XE 3.13 3.17 allow remot authent user caus denial servic devic reload via craft attribut bgp messag aka bug ID cscuz21061,f,f
cve-2016-1370,2016-01-04,cisco prime network analysi modul nam 6.2 1-b miscalcul ipv6 payload length allow remot attack caus denial servic mond process crash monitor outag via craft ipv6 packet aka bug ID cscuy37324,f,f
cve-2016-1452,2016-01-04,cisco asr 5000 devic softwar 18.3 20.0 allow remot attack make configur chang snmp leverag knowledg read-writ commun aka bug ID cscuz29526,f,f
cve-2016-1366,2016-01-04,the scp sftp modul cisco io XR 5.0 5.2.5 network converg system 6000 devic use weak permiss system file allow remot authent user caus denial servic overwrit via unspecifi vector aka bug ID cscuw75848,f,f
cve-2016-1455,2016-01-04,cisco nx-o 7.0 3 I2 2e 7.0 3 I4 7.0 3 I4 1 incorrect iptabl local-interfac configur allow remot attack obtain sensit inform via tcp udp traffic aka bug ID cscuz05365,f,f
cve-2016-1453,2016-01-04,buffer overflow overlay transport virtual otv gre featur cisco nx-o 5.0 7.3 nexu 7000 7700 devic allow remot attack execut arbitrari code via long paramet packet header aka bug ID cscuy95701,f,f
cve-2016-1341,2016-01-04,cisco nx-o 7.0 1 N1 1 7.0 1 N1 3 7.0 4 N1 1 nexu 2000 fabric extend devic blank root password allow local user gain privileg via unspecifi vector aka bug ID cscur22079,f,f
cve-2016-1381,2016-01-04,memori leak cisco asynco 8.5 9.0 9.0.1-162 web secur applianc wsa devic allow remot attack caus denial servic memori consumpt via http file-rang request cach content aka bug ID cscuw97270,f,f
cve-2016-1350,2016-01-04,cisco io 15.3 15.4 cisco io XE 3.8 3.11 cisco unifi commun manag allow remot attack caus denial servic devic reload via malform sip messag aka bug ID cscuj23293,f,f
cve-2016-1371,2016-01-04,clamav aka clam antiviru 0.99.2 allow remot attack caus denial servic applic crash via craft mew packer execut,f,f
cve-2016-1321,2016-01-04,cisco univers small cell devic firmwar r2.12 r3.5 contain image-decrypt key flash memori allow remot attack bypass certain certificate-valid featur obtain sensit firmware-imag IP address data via request unspecifi cisco server aka bug ID cscut98082,f,f
cve-2016-1383,2016-01-04,memori leak cisco asynco 8.8 web secur applianc wsa devic allow remot attack caus denial servic memori consumpt via unspecifi http statu code aka bug ID cscur28305,f,f
cve-2016-1433,2016-01-04,cisco io XR 6.0 6.0.1 nc 6000 devic allow remot attack caus denial servic ospfv3 process reload via craft ospfv3 packet aka bug ID cscuz66289,f,f
cve-2016-1379,2016-01-04,cisco adapt secur applianc asa softwar 9.0 9.5.1 mishandl ipsec error process allow remot authent user caus denial servic memori consumpt via craft 1 lan-to-lan 2 remot access vpn tunnel packet aka bug ID cscuv70576,f,f
cve-2016-1404,2016-01-04,cisco uc invicta 4.3 4.5 5.0.1 invicta applianc invicta scale system use hardcod gnupg encrypt key across differ custom instal allow remot attack defeat cryptograph protect mechan snif network traffic autosupport server leverag knowledg key anoth instal aka bug ID cscur85504,f,f
cve-2016-1385,2016-01-04,the xml parser cisco adapt secur applianc asa softwar 9.5.2 allow remot authent user caus denial servic instabl memori consumpt devic reload leverag 1 administr access 2 clientless ssl vpn access provid craft xml document aka bug ID cscut14209,f,f
cve-2016-1478,2016-01-04,cisco io 15.5 3 S3 15.6 1 S2 15.6 2 S1 15.6 2 T1 properli dequeu invalid ntp packet allow remot attack caus denial servic interfac wedg send mani craft ntp packet aka bug ID cscva35619,f,f
cve-2016-1424,2016-01-04,cisco io 15.2 1 t1.11 15.2 2 tst allow remot attack caus denial servic devic crash via craft lldp packet aka bug ID cscun63132,f,f
cve-2016-1376,2016-01-04,cisco io XR 4.2.3 4.3.0 4.3.4 5.3.1 asr 9000 devic allow remot attack caus denial servic crc symbol error interfac flap via craft bit pattern packet aka bug ID cscuv78548,f,f
cve-2016-1361,2016-01-04,cisco io XR 4.3.2 gigabit switch router gsr 12000 devic properli check bidirect forward detect bfd header udp packet allow remot attack caus denial servic line-card restart via craft packet aka bug ID cscuw56900,f,f
cve-2016-1423,2016-01-04,A vulner display email messag messag quarantin miq view cisco asynco cisco email secur applianc esa could allow unauthent remot attack caus user click malici link miq view the malici link could use facilit cross-sit script xss html inject attack more inform cscuz02235 known affect releas 8.0.2-069 known fix releas 9.1.1-038 9.7.2-047,f,f
cve-2016-1473,2016-01-04,cisco small busi 220 devic firmwar 1.1.1 hardcod snmp commun allow remot attack read modifi snmp object leverag knowledg commun aka bug ID cscuz76216,f,f
cve-2016-1319,2016-01-04,cisco unifi commun manag aka callmanag 9.1 2.10000.28 10.5 2.10000.5 10.5 2.12901.1 11.0 1.10000.10 unifi commun manag IM presenc servic 10.5 2 unifi contact center express 11.0 1 uniti connect 10.5 2 store cleartext encrypt key allow local user obtain sensit inform via unspecifi vector aka bug ID cscuv85958,f,f
cve-2016-1353,2016-01-04,the tcp implement cisco videoscap distribut suit internet stream vds-i 3.3 0 3.3 1 4.0 0 4.1 0 properli initi new tcp session previou session fin wait state allow remot attack caus denial servic tcp outag via vector involv fin packet aka bug ID cscuy45136,f,f
cve-2016-1296,2016-01-04,the proxi engin cisco web secur applianc wsa devic softwar 8.5.3-055 9.1-000 9.5.0-235 allow remot attack bypass intend proxi restrict via malform http method aka bug ID cscux00848,f,f
cve-2016-1416,2016-01-04,cisco prime collabor provis 10.6 sp2 aka 10.6.0.10602 mishandl ldap authent allow remot attack obtain administr privileg via craft login attempt aka bug ID cscuv37513,f,f
cve-2016-1387,2016-01-04,the xml api telepres codec TC 7.2.0 7.2.1 7.3.0 7.3.1 7.3.2 7.3.3 7.3.4 7.3.5 collabor endpoint CE 8.0 8.0.1 8.1 cisco telepres softwar mishandl authent allow remot attack execut control command make configur chang via api request aka bug ID cscuz26935,f,f
cve-2016-1467,2016-01-04,cisco videoscap session resourc manag vsrm allow remot attack caus denial servic devic restart send traffic flood upstream devic aka bug ID cscva01813,f,f
cve-2016-1465,2016-01-04,cisco nexu 1000v applic virtual switch av devic 5.2 1 sv3 1.5i allow remot attack caus denial servic esxi hypervisor crash purpl screen via craft cisco discoveri protocol packet trigger out-of-bound memori access aka bug ID cscuw57985,f,f
cve-2016-1443,2016-01-04,the virtual network stack cisco amp threat grid applianc devic 2.1.1 allow remot attack bypass sandbox protect mechan consequ obtain sensit interprocess inform modifi interprocess data via craft malwar sampl,f,f
cve-2016-1399,2016-01-04,the packet-process microcod cisco io 15.2 2 EA 15.2 2 ea1 15.2 2 ea2 15.2 4 EA industri ethernet 4000 devic 15.2 2 EB 15.2 2 eb1 industri ethernet 5000 devic allow remot attack caus denial servic packet data corrupt via craft ipv4 icmp packet aka bug ID cscuy13431,f,f
cve-2016-1445,2016-01-04,cisco adapt secur applianc asa softwar 8.2 9.4.3.3 allow remot attack bypass intend icmp echo repli acl via vector relat subtyp,f,f
cve-2016-1357,2016-01-04,the password-manag administr compon cisco polici suit cp 7.0.1.3 7.0.2 7.0.2-att 7.0.3-att 7.0.4-att 7.5.0 allow remot attack bypass intend rbac restrict read unspecifi data via unknown vector aka bug ID cscut85211,f,f
cve-2016-1425,2016-01-04,cisco io 15.0 2 sg5 15.1 2 sg3 15.2 1 E 15.3 3 S 15.4 1.13 S allow remot attack caus denial servic devic crash via craft lldp packet aka bug ID cscun66735,f,f
cve-2016-1356,2016-01-04,cisco firesight system softwar 6.1 use constant-tim algorithm verifi credenti make easier remot attack enumer valid usernam measur time differ aka bug ID cscuy41615,f,f
cve-2016-1329,2016-01-04,cisco nx-o 6.0 2 U6 1 6.0 2 U6 5 nexu 3000 devic 6.0 2 A6 1 6.0 2 A6 5 6.0 2 A7 1 nexu 3500 devic hardcod credenti allow remot attack obtain root privileg via 1 telnet 2 ssh session aka bug ID cscuy25800,f,f
