CVE-ID,MITRE Assign Date,Patch Date,Exploit Date,ZDI Published Date,CVE Description,ZDI Description,Severity Score,In ZDI,Zero Day Exploit,CWE ID,Num of CPE,Num of Refs,Refs,New CWE ID
cve-2016-5349,2016-06-09,2017-04-12 00:00:00,,,the high level oper system hlo provid suffici memori address inform ensur secur applic insid qualcomm secur execut environ qsee write legitim memori rang relat qsee secur applic 's hlo client when secur applic insid qualcomm secur execut environ qsee receiv memori address high level oper system hlo linux android address previous verifi belong hlo memori space rather qsee memori space verifi hlo user space rather kernel space thi lack verif could lead privileg escal within hlo,,0.0,False,False,CWE-200,1,5,CONFIRM CONFIRM BID ,6
cve-2016-6080,2016-06-29,2017-02-07 00:00:00,,,the webadmin context webspher messag broker allow directori list could disclos sensit inform attack,,0.0,False,False,CWE-200,1,2,BID ,6
cve-2016-6185,2016-07-08,2020-09-10 00:00:00,,,the xsloader :load method xsloader perl properli locat .so file call string eval might allow local user execut arbitrari code via trojan hors librari current work directori,,0.0,False,False,NVD-CWE-noinfo,12,14,FEDORA CONFIRM FEDORA MLIST MLIST DEBIAN SECTRACK FEDORA CONFIRM BID GENTOO UBUNTU UBUNTU ,30
cve-2016-1000139,2016-07-20,2016-10-12 00:00:00,,,reflect xss wordpress plugin infusionsoft v1.5.11,,0.0,False,False,CWE-79,1,3,BID ,26
cve-2016-6497,2016-08-01,2020-05-28 00:00:00,,,main/java/org/apache/directory/groovyldap/ldap.java groovi ldap api apach allow attack conduct ldap entri poison attack leverag set returnobjflag true search method,,0.0,False,False,CWE-254,1,5,MISC MLIST CONFIRM BID ,8
cve-2016-6516,2016-08-01,2016-08-10 00:00:00,,,race condit ioctl_file_dedupe_rang function fs/ioctl.c linux kernel 4.7 allow local user caus denial servic heap-bas buffer overflow possibl gain privileg chang certain count valu aka `` doubl fetch '' vulner,,0.0,False,False,CWE-119,1,5,CONFIRM ,0
cve-2016-6515,2016-08-01,2016-08-10 00:00:00,,,the auth_password function auth-passwd.c sshd openssh 7.3 limit password length password authent allow remot attack caus denial servic crypt cpu consumpt via long string,,0.0,False,False,CWE-20,2,14,MLIST FEDORA ,5
cve-2016-6509,2016-08-01,2016-08-10 00:00:00,,,epan/dissectors/packet-ldss.c ldss dissector wireshark 1.12.x 1.12.13 2.x 2.0.5 mishandl convers allow remot attack caus denial servic applic crash via craft packet,,0.0,False,False,CWE-20,18,6,CONFIRM ,5
cve-2016-6875,2016-08-18,2017-02-22 00:00:00,,,infinit recurs wddx facebook hhvm 3.15.0 allow attack unspecifi impact via unknown vector,,0.0,False,False,NVD-CWE-Other,1,3,,29
cve-2016-7852,2016-09-09,2016-10-24 00:00:00,,,adob reader acrobat 11.0.18 acrobat acrobat reader DC classic 15.006.30243 acrobat acrobat reader DC continu 15.020.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-6940 cve-2016-6941 cve-2016-6942 cve-2016-6943 cve-2016-6947 cve-2016-6948 cve-2016-6950 cve-2016-6951 cve-2016-6954 cve-2016-6955 cve-2016-6956 cve-2016-6959 cve-2016-6960 cve-2016-6966 cve-2016-6970 cve-2016-6972 cve-2016-6973 cve-2016-6974 cve-2016-6975 cve-2016-6976 cve-2016-6977 cve-2016-6978 cve-2016-6995 cve-2016-6996 cve-2016-6997 cve-2016-6998 cve-2016-7000 cve-2016-7001 cve-2016-7002 cve-2016-7003 cve-2016-7004 cve-2016-7005 cve-2016-7006 cve-2016-7007 cve-2016-7008 cve-2016-7009 cve-2016-7010 cve-2016-7011 cve-2016-7012 cve-2016-7013 cve-2016-7014 cve-2016-7015 cve-2016-7016 cve-2016-7017 cve-2016-7018 cve-2016-7019 cve-2016-7853 cve-2016-7854,,0.0,False,False,CWE-119,8,2,,0
cve-2016-7854,2016-09-09,2016-10-24 00:00:00,,2016-11-01,adob reader acrobat 11.0.18 acrobat acrobat reader DC classic 15.006.30243 acrobat acrobat reader DC continu 15.020.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-6940 cve-2016-6941 cve-2016-6942 cve-2016-6943 cve-2016-6947 cve-2016-6948 cve-2016-6950 cve-2016-6951 cve-2016-6954 cve-2016-6955 cve-2016-6956 cve-2016-6959 cve-2016-6960 cve-2016-6966 cve-2016-6970 cve-2016-6972 cve-2016-6973 cve-2016-6974 cve-2016-6975 cve-2016-6976 cve-2016-6977 cve-2016-6978 cve-2016-6995 cve-2016-6996 cve-2016-6997 cve-2016-6998 cve-2016-7000 cve-2016-7001 cve-2016-7002 cve-2016-7003 cve-2016-7004 cve-2016-7005 cve-2016-7006 cve-2016-7007 cve-2016-7008 cve-2016-7009 cve-2016-7010 cve-2016-7011 cve-2016-7012 cve-2016-7013 cve-2016-7014 cve-2016-7015 cve-2016-7016 cve-2016-7017 cve-2016-7018 cve-2016-7019 cve-2016-7852 cve-2016-7853,thi vulner allow remot attack disclos sensit inform vulner instal adob reader DC user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl jpeg2000 imag the process properli valid user-suppli data result read past end alloc object An attack leverag conjunct vulner execut code context current process,4.3,True,False,CWE-119,8,2,,0
cve-2016-7853,2016-09-09,2016-10-24 00:00:00,,,adob reader acrobat 11.0.18 acrobat acrobat reader DC classic 15.006.30243 acrobat acrobat reader DC continu 15.020.20039 window OS X allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2016-6940 cve-2016-6941 cve-2016-6942 cve-2016-6943 cve-2016-6947 cve-2016-6948 cve-2016-6950 cve-2016-6951 cve-2016-6954 cve-2016-6955 cve-2016-6956 cve-2016-6959 cve-2016-6960 cve-2016-6966 cve-2016-6970 cve-2016-6972 cve-2016-6973 cve-2016-6974 cve-2016-6975 cve-2016-6976 cve-2016-6977 cve-2016-6978 cve-2016-6995 cve-2016-6996 cve-2016-6997 cve-2016-6998 cve-2016-7000 cve-2016-7001 cve-2016-7002 cve-2016-7003 cve-2016-7004 cve-2016-7005 cve-2016-7006 cve-2016-7007 cve-2016-7008 cve-2016-7009 cve-2016-7010 cve-2016-7011 cve-2016-7012 cve-2016-7013 cve-2016-7014 cve-2016-7015 cve-2016-7016 cve-2016-7017 cve-2016-7018 cve-2016-7019 cve-2016-7852 cve-2016-7854,,0.0,False,False,CWE-119,8,2,,0
cve-2016-7399,2016-09-09,2017-01-05 00:00:00,,,scripts/license.pl verita netbackup applianc 2.6.0.x 2.6.0.4 2.6.1.x 2.6.1.2 2.7.x 2.7.3 3.0.x allow remot attack execut arbitrari command via shell metacharact hostnam paramet appliancews/getlicens,,0.0,False,False,CWE-77,13,5,CONFIRM BID MISC ,24
cve-2016-7954,2016-09-09,2016-12-23 00:00:00,,,bundler 1.x might allow remot attack inject arbitrari rubi code applic leverag gem name collis secondari sourc note might overlap cve-2013-0334,,0.0,False,False,CWE-94,183,8,BID MLIST MLIST MLIST ,28
cve-2016-7885,2016-09-09,2016-12-15 00:00:00,,,adob experi manag version 6.2 earlier vulner could use cross-sit request forgeri attack,,0.0,False,False,CWE-352,1,3,,14
cve-2016-7946,2016-09-09,2016-12-14 00:00:00,,,x.org libxi 1.7.7 allow remot X server caus denial servic infinit loop via vector involv length field,,0.0,False,False,CWE-284,3,9,SECTRACK FEDORA FEDORA MLIST MLIST MLIST BID ,11
cve-2016-7383,2016-09-09,2016-11-09 00:00:00,,,for nvidia quadro nv geforc product nvidia window gpu display driver r340 342.00 r375 375.63 contain vulner memori map api kernel mode layer nvlddmkm.si handler lead denial servic potenti escal privileg,,0.0,False,False,CWE-264,3,3,BID CONFIRM ,9
cve-2016-7777,2016-09-09,2016-10-07 00:00:00,,,xen 4.7.x earlier properli honor cr0.t cr0.em allow local x86 hvm guest OS user read modifi fpu mmx xmm regist state inform belong arbitrari task guest modifi instruct hypervisor prepar emul,,0.0,False,False,CWE-362,1,5,BID SECTRACK ,15
cve-2016-7498,2016-09-09,2016-09-28 00:00:00,,,openstack comput nova 13.0 properli delet instanc comput node allow remot authent user caus denial servic disk consumpt delet instanc resiz state note vulner exist cve-2015-3280 regress,,0.0,False,False,CWE-399,1,4,BID MLIST MLIST ,17
cve-2016-8747,2016-10-18,2017-03-14 00:00:00,,,An inform disclosur issu discov apach tomcat 8.5.7 8.5.9 9.0.m11 9.0.m15 reverse-proxi configur http11inputbuffer.java allow remot attack read data intend associ differ request,,0.0,False,False,CWE-200,6,12,CONFIRM CONFIRM ,6
cve-2016-8735,2016-10-18,2017-04-12 00:00:00,,,remot code execut possibl apach tomcat 6.0.48 7.x 7.0.73 8.x 8.0.39 8.5.x 8.5.7 9.x 9.0.m12 jmxremotelifecyclelisten use attack reach jmx port the issu exist listen n't updat consist cve-2016-3427 oracl patch affect credenti type,,0.0,False,False,CWE-284,178,36,CONFIRM CONFIRM CONFIRM CONFIRM CONFIRM BID ,11
cve-2016-8740,2016-10-18,2016-12-06 00:00:00,,,the mod_http2 modul apach http server 2.4.17 2.4.23 protocol configur includ h2 h2c restrict request-head length allow remot attack caus denial servic memori consumpt via craft continu frame http/2 request,,0.0,False,False,CWE-20,7,28,BID SECTRACK ,5
cve-2016-8824,2016-10-18,2016-12-19 00:00:00,,,all version nvidia window gpu display driver contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap improp access control allow regular user write part registri intend privileg user lead escal privileg,,0.0,False,False,CWE-284,2,2,BID ,11
cve-2016-8821,2016-10-18,2016-12-19 00:00:00,,,all version nvidia window gpu display driver contain vulner kernel mode layer handler dxgddiescap improp access control may allow user access arbitrari physic memori lead escal privileg,,0.0,False,False,CWE-284,2,2,BID ,11
cve-2016-8826,2016-10-18,2016-12-20 00:00:00,,,all version nvidia gpu display driver contain vulner kernel mode layer nvlddmkm.si window nvidia.ko linux user caus gpu interrupt storm lead denial servic,,0.0,False,False,CWE-399,3,2,BID ,17
cve-2016-8820,2016-10-18,2016-12-20 00:00:00,,,all version nvidia window gpu display driver contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap check function return valu miss potenti allow uniniti valu use sourc strcpi call lead denial servic inform disclosur,,0.0,False,False,CWE-200,2,2,,6
cve-2016-8822,2016-10-18,2016-12-20 00:00:00,,,all version nvidia window gpu display driver contain vulner kernel mode layer nvlddmkm.si handler dxgddiescap ID 0x600000e 0x600000f 0x6000010 valu pass user driver use without valid index intern array lead denial servic potenti escal privileg,,0.0,False,False,CWE-20,2,2,BID ,5
cve-2016-8866,2016-10-21,2017-03-02 00:00:00,,,the acquiremagickmemori function magickcore/memory.c imagemagick 7.0.3.3 7.0.3.8 allow remot attack unspecifi impact via craft imag trigger memori alloc failur note vulner exist incomplet fix cve-2016-8862,,0.0,False,False,CWE-119,5,8,MLIST MLIST SUSE SUSE SUSE ,0
cve-2016-9559,2016-11-22,2017-03-01 00:00:00,,,coders/tiff.c imagemagick 7.0.3.7 allow remot attack caus denial servic null pointer derefer crash via craft imag,,0.0,False,False,CWE-476,3,7,MLIST BID DEBIAN ,22
cve-2015-0057,2014-11-18,2019-05-14 00:00:00,2015-12-18 00:00:00,,win32k.si kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',,0.0,False,True,CWE-264,12,4,BID XF EXPLOIT-DB ,9
cve-2015-0081,2014-11-18,2019-05-14 00:00:00,2015-03-11 00:00:00,2015-03-10,window text servic wt microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow remot attack execut arbitrari code via craft 1 web site 2 file aka `` wt remot code execut vulner '',thi vulner allow remot attack execut arbitrari code vulner instal microsoft window user interact requir exploit vulner target must visit malici page open malici file.th vulner relat window text servic process certain object By open malform document attack forc mscft.dll access memori outsid bound array An attack leverag vulner execut code context current process,6.8,True,True,CWE-19,12,3,SECTRACK BID ,3
cve-2015-0318,2014-12-01,2015-02-06 00:00:00,2014-11-25 00:00:00,,adob flash player 13.0.269 14.x 16.x 16.0.305 window OS X 11.2.202.442 linux allow attack execut arbitrari code caus denial servic memori corrupt via unspecifi vector differ vulner cve-2015-0314 cve-2015-0316 cve-2015-0321 cve-2015-0329 cve-2015-0330,,0.0,False,True,NVD-CWE-noinfo,19,14,,30
cve-2015-0359,2014-12-01,2015-04-15 00:00:00,2014-04-14 00:00:00,,doubl free vulner adob flash player 13.0.281 14.x 17.x 17.0.169 window OS X 11.2.202.457 linux allow attack execut arbitrari code via unspecifi vector differ vulner cve-2015-0346,,0.0,False,True,NVD-CWE-Other,20,9,,29
cve-2015-1318,2015-01-22,2015-04-20 00:00:00,2015-04-14 00:00:00,,the crash report featur apport 2.13 2.17.x 2.17.1 allow local user gain privileg via craft usr/share/apport/apport file namespac contain,,0.0,False,True,CWE-264,18,6,,9
cve-2015-1427,2015-01-31,2015-02-18 00:00:00,2015-02-11 00:00:00,,the groovi script engin elasticsearch 1.3.8 1.4.x 1.4.3 allow remot attack bypass sandbox protect mechan execut arbitrari shell command via craft script,,0.0,False,True,CWE-284,5,8,CONFIRM ,11
cve-2015-1494,2015-02-05,2015-02-18 00:00:00,2015-02-16 00:00:00,,the fancybox wordpress plugin 3.0.3 wordpress properli restrict access allow remot attack conduct cross-sit script xss attack via mfbfw paramet updat action wp-admin/admin-post.php demonstr mfbfw pad paramet exploit wild februari 2015,,0.0,False,True,CWE-79,1,8,MISC BID ,26
cve-2015-1676,2015-02-17,2019-05-13 00:00:00,2015-05-18 00:00:00,2015-05-12,the kernel-mod driver microsoft window server 2003 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user bypass aslr protect mechan via craft function call aka `` microsoft window kernel memori disclosur vulner '' differ vulner cve-2015-1677 cve-2015-1678 cve-2015-1679 cve-2015-1680,thi vulner allow local attack leak sensit inform vulner instal microsoft window user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within handl ntusergettitlebarinfo function the issu lie failur sanit buffer return content result leak kernel address An attack leverag togeth anoth vulner achiev code execut system,4.9,True,True,CWE-200,12,3,SECTRACK BID ,6
cve-2015-1721,2015-02-17,2019-05-14 00:00:00,2015-09-22 00:00:00,,the kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg caus denial servic null pointer derefer system crash via craft applic aka `` win32k null pointer derefer vulner '',,0.0,False,True,CWE-476,13,3,EXPLOIT-DB SECTRACK ,22
cve-2015-1722,2015-02-17,2019-05-13 00:00:00,2015-09-22 00:00:00,,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel bitmap handl use after free vulner '',,0.0,False,True,CWE-416,13,4,SECTRACK ,20
cve-2015-1723,2015-02-17,2019-05-14 00:00:00,2015-09-22 00:00:00,,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window station use after free vulner '',,0.0,False,True,CWE-416,13,3,EXPLOIT-DB SECTRACK ,20
cve-2015-1724,2015-02-17,2019-05-14 00:00:00,2015-09-22 00:00:00,,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel object use after free vulner '',,0.0,False,True,CWE-416,13,3,EXPLOIT-DB SECTRACK ,20
cve-2015-1725,2015-02-17,2019-05-15 00:00:00,2015-09-22 00:00:00,,buffer overflow kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k buffer overflow vulner '',,0.0,False,True,CWE-119,13,4,EXPLOIT-DB EXPLOIT-DB SECTRACK ,0
cve-2015-1726,2015-02-17,2019-05-15 00:00:00,2015-09-22 00:00:00,,use-after-fre vulner kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` microsoft window kernel brush object use after free vulner '',,0.0,False,True,CWE-416,13,3,EXPLOIT-DB SECTRACK ,20
cve-2015-1727,2015-02-17,2019-05-14 00:00:00,2015-09-22 00:00:00,,buffer overflow kernel-mod driver microsoft window server 2003 sp2 R2 sp2 window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow local user gain privileg via craft applic aka `` win32k pool buffer overflow vulner '',,0.0,False,True,CWE-119,13,3,EXPLOIT-DB SECTRACK ,0
cve-2015-2342,2015-03-18,2015-10-13 00:00:00,2015-02-17 00:00:00,2015-10-02,the jmx rmi servic vmware vcenter server 5.0 u3e 5.1 u3b 5.5 u3 6.0 u1 restrict registr mbean allow remot attack execut arbitrari code via rmi protocol,thi vulner allow remot attack execut arbitrari code vulner instal vmware vcenter server authent requir exploit vulnerability.th specif flaw exist configur jmx remot interfac thi interfac allow remot attack regist attacker-control mbean thi vulner leverag attack gain remot code execut context system,10.0,True,True,NVD-CWE-Other,4,6,,29
cve-2015-2432,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',,0.0,False,True,CWE-19,11,3,EXPLOIT-DB SECTRACK ,3
cve-2015-2455,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,2015-08-11,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2456,thi vulner allow remot attack execut arbitrari code vulner instal microsoft window user interact requir exploit vulner target must visit malici page open malici file.th specif flaw exist within process iup instruct opcod 0x31 truetyp font A craft font caus point patch modifi arbitrari address window kernel thi leverag attack run arbitrari code context system,10.0,True,True,CWE-20,37,4,BID SECTRACK ,5
cve-2015-2456,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2455,,0.0,False,True,CWE-20,37,4,BID SECTRACK ,5
cve-2015-2458,2015-03-19,2019-05-14 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2459 cve-2015-2461,,0.0,False,True,CWE-20,12,3,SECTRACK ,5
cve-2015-2459,2015-03-19,2019-05-17 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2458 cve-2015-2461,,0.0,False,True,CWE-20,12,3,SECTRACK ,5
cve-2015-2460,2015-03-19,2019-05-17 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',,0.0,False,True,CWE-20,17,3,SECTRACK ,5
cve-2015-2461,2015-03-19,2019-05-14 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '' differ vulner cve-2015-2458 cve-2015-2459,,0.0,False,True,CWE-20,12,4,BID EXPLOIT-DB SECTRACK ,5
cve-2015-2462,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,,atmfd.dll window adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft opentyp font aka `` opentyp font pars vulner '',,0.0,False,True,CWE-20,29,4,BID SECTRACK ,5
cve-2015-2463,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2464,,0.0,False,True,CWE-20,35,4,BID SECTRACK ,5
cve-2015-2464,2015-03-19,2019-05-15 00:00:00,2015-08-21 00:00:00,,microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 offic 2007 sp3 2010 sp2 live meet 2007 consol lync 2010 lync 2010 attende lync 2013 sp1 lync basic 2013 sp1 silverlight 5.1.40728 .net framework 3.0 sp2 3.5 3.5.1 4 4.5 4.5.1 4.5.2 4.6 allow remot attack execut arbitrari code via craft truetyp font aka `` truetyp font pars vulner '' differ vulner cve-2015-2463,,0.0,False,True,CWE-20,36,4,BID SECTRACK ,5
cve-2015-2507,2015-03-19,2019-05-15 00:00:00,2015-09-22 00:00:00,,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` font driver elev privileg vulner '' differ vulner cve-2015-2512,,0.0,False,True,CWE-264,12,4,BID SECTRACK ,9
cve-2015-2509,2015-03-19,2019-05-15 00:00:00,2015-09-08 00:00:00,,window media center microsoft window vista sp2 window 7 sp1 window 8 window 8.1 allow user-assist remot attack execut arbitrari code via craft media center link mcl file aka `` window media center rce vulner '',,0.0,False,True,CWE-284,4,6,BID SECTRACK MISC EXPLOIT-DB ,11
cve-2015-2511,2015-03-19,2019-05-14 00:00:00,2015-09-22 00:00:00,,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2517 cve-2015-2518 cve-2015-2546,,0.0,False,True,CWE-119,12,4,BID SECTRACK EXPLOIT-DB ,0
cve-2015-2512,2015-03-19,2019-05-15 00:00:00,2015-09-22 00:00:00,,the adob type manag librari microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` font driver elev privileg vulner '' differ vulner cve-2015-2507,,0.0,False,True,CWE-264,12,4,BID SECTRACK ,9
cve-2015-2517,2015-03-19,2019-05-14 00:00:00,2015-09-22 00:00:00,,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2511 cve-2015-2518 cve-2015-2546,,0.0,False,True,CWE-264,12,4,BID SECTRACK EXPLOIT-DB ,9
cve-2015-2518,2015-03-19,2019-05-14 00:00:00,2015-09-22 00:00:00,,the kernel-mod driver microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user gain privileg via craft applic aka `` win32k memori corrupt elev privileg vulner '' differ vulner cve-2015-2511 cve-2015-2517 cve-2015-2546,,0.0,False,True,CWE-264,12,4,BID SECTRACK EXPLOIT-DB ,9
cve-2015-2524,2015-03-19,2019-05-14 00:00:00,2015-09-15 00:00:00,,microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` window task manag elev privileg vulner '' differ vulner cve-2015-2528,,0.0,False,True,CWE-264,7,3,SECTRACK ,9
cve-2015-2525,2015-03-19,2019-05-14 00:00:00,2015-09-15 00:00:00,,task schedul microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 allow local user bypass intend filesystem restrict delet arbitrari file via unspecifi vector aka `` window task file delet elev privileg vulner '',,0.0,False,True,CWE-264,12,4,BID SECTRACK ,9
cve-2015-2527,2015-03-19,2019-05-14 00:00:00,2015-09-15 00:00:00,,the process-initi implement win32k.si kernel-mod driver microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` win32k elev privileg vulner '',,0.0,False,True,CWE-264,7,4,BID SECTRACK ,9
cve-2015-2528,2015-03-19,2019-05-14 00:00:00,2015-09-15 00:00:00,,microsoft window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 properli constrain imperson level allow local user gain privileg via craft applic aka `` window task manag elev privileg vulner '' differ vulner cve-2015-2524,,0.0,False,True,CWE-264,12,4,SECTRACK EXPLOIT-DB ,9
cve-2015-2553,2015-03-19,2019-05-15 00:00:00,2015-10-15 00:00:00,,the kernel microsoft window vista sp2 window server 2008 sp2 R2 sp1 window 7 sp1 window 8 window 8.1 window server 2012 gold R2 window RT gold 8.1 window 10 mishandl junction mountpoint creation make easier local user gain privileg leverag certain sandbox access aka `` window mount point elev privileg vulner '',,0.0,False,True,CWE-264,12,4,MISC SECTRACK ,9
